13.01.2024 21:30	0,0	0,0	VALID	4500499,000
13.01.2024 21:45	0,0	0,0	VALID	4500499,000
13.01.2024 22:00	0,0	0,0	VALID	4500499,000
13.01.2024 22:15	0,0	0,0	VALID	4500499,000
13.01.2024 22:30	0,0	0,0	VALID	4500499,000
13.01.2024 22:45	0,0	0,0	VALID	4500499,000
13.01.2024 23:00	0,0	0,0	VALID	4500499,000
13.01.2024 23:15	0,0	0,0	VALID	4500499,000
13.01.2024 23:30	0,0	0,0	VALID	4500499,000
14.01.2024 09:00	0,0	0,0	VALID	4500499,000
14.01.2024 09:15	0,0	0,0	VALID	4500499,000
14.01.2024 09:30	0,0	0,0	VALID	4500510,000
14.01.2024 09:45	0,0	0,0	VALID	4500530,000
14.01.2024 10:00	0,0	0,0	VALID	4500560,000
14.01.2024 10:15	0,0	0,0	VALID	4500590,000
14.01.2024 10:30	0,0	0,0	VALID	4500630,000
14.01.2024 10:45	0,0	0,0	VALID	4500690,000
14.01.2024 11:00	0,0	0,0	VALID	4500730,000
14.01.2024 11:15	0,0	0,0	VALID	4500770,000
14.01.2024 11:30	0,0	0,0	VALID	4500810,000
14.01.2024 11:45	0,0	0,0	VALID	4500850,000
14.01.2024 12:00	0,0	0,0	VALID	4500890,000
14.01.2024 12:15	0,0	0,0	VALID	4500950,000
14.01.2024 12:30	0,0	0,0	VALID	4501020,000
14.01.2024 12:45	0,0	0,0	VALID	4501070,000
14.01.2024 13:00	0,0	0,0	VALID	4501130,000
14.01.2024 13:15	0,0	0,0	VALID	4501190,000
14.01.2024 13:30	0,0	0,0	VALID	4501250,000
14.01.2024 13:45	0,0	0,0	VALID	4501310,000
14.01.2024 14:00	0,0	0,0	VALID	4501360,000
14.01.2024 14:15	0,0	0,0	VALID	4501410,000
14.01.2024 14:30	0,0	0,0	VALID	4501430,000
14.01.2024 14:45	0,0	0,0	VALID	4501450,000
14.01.2024 15:00	0,0	0,0	VALID	4501459,000
14.01.2024 15:15	0,0	0,0	VALID	4501470,000
14.01.2024 15:30	0,0	0,0	VALID	4501480,000
14.01.2024 15:45	0,0	0,0	VALID	4501490,000
14.01.2024 16:00	0,0	0,0	VALID	4501500,000
14.01.2024 16:15	0,0	0,0	VALID	4501500,000
14.01.2024 16:30	0,0	0,0	VALID	4501500,000
14.01.2024 16:45	0,0	0,0	VALID	4501500,000
14.01.2024 17:00	0,0	0,0	VALID	4501500,000
15.01.2024 10:30	0,0	0,0	VALID	4501770,000
15.01.2024 10:45	0,0	0,0	VALID	4501890,000
15.01.2024 11:00	0,0	0,0	VALID	4502070,000
15.01.2024 11:15	0,0	0,0	VALID	4502259,000
15.01.2024 11:30	0,0	0,0	VALID	4502440,000
15.01.2024 11:45	0,0	0,0	VALID	4502550,000
15.01.2024 12:00	0,0	0,0	VALID	4502630,000
15.01.2024 12:15	0,0	0,0	VALID	4502710,000
15.01.2024 12:30	0,0	0,0	VALID	4502810,000
15.01.2024 12:45	0,0	0,0	VALID	4502899,000
15.01.2024 13:00	0,0	0,0	VALID	4502970,000
15.01.2024 13:15	0,0	0,0	VALID	4503000,000
15.01.2024 13:30	0,0	0,0	VALID	4503040,000
15.01.2024 13:45	0,0	0,0	VALID	4503070,000
15.01.2024 14:00	0,0	0,0	VALID	4503120,000
15.01.2024 14:15	0,0	0,0	VALID	4503190,000
15.01.2024 14:30	0,0	0,0	VALID	4503250,000
15.01.2024 14:45	0,0	0,0	VALID	4503290,000
15.01.2024 15:00	0,0	0,0	VALID	4503299,000
15.01.2024 15:15	0,0	0,0	VALID	4503299,000
15.01.2024 15:30	0,0	0,0	VALID	4503310,000
15.01.2024 15:45	0,0	0,0	VALID	4503310,000
15.01.2024 16:00	0,0	0,0	VALID	4503310,000
15.01.2024 16:15	0,0	0,0	VALID	4503310,000
15.01.2024 16:30	0,0	0,0	VALID	4503310,000
15.01.2024 16:45	0,0	0,0	VALID	4503310,000
15.01.2024 17:00	0,0	0,0	VALID	4503310,000
15.01.2024 17:15	0,0	0,0	VALID	4503310,000
15.01.2024 17:30	0,0	0,0	VALID	4503310,000
15.01.2024 17:45	0,0	0,0	VALID	4503310,000
15.01.2024 18:00	0,0	0,0	VALID	4503310,000
15.01.2024 18:15	0,0	0,0	VALID	4503310,000
15.01.2024 18:30	0,0	0,0	VALID	4503310,000
15.01.2024 18:45	0,0	0,0	VALID	4503310,000
15.01.2024 19:00	0,0	0,0	VALID	4503310,000
15.01.2024 19:15	0,0	0,0	VALID	4503310,000
15.01.2024 19:30	0,0	0,0	VALID	4503310,000
15.01.2024 19:45	0,0	0,0	VALID	4503310,000
15.01.2024 20:00	0,0	0,0	VALID	4503310,000
15.01.2024 20:15	0,0	0,0	VALID	4503310,000
15.01.2024 20:30	0,0	0,0	VALID	4503310,000
15.01.2024 20:45	0,0	0,0	VALID	4503310,000
15.01.2024 21:00	0,0	0,0	VALID	4503310,000
15.01.2024 21:15	0,0	0,0	VALID	4503310,000
15.01.2024 21:30	0,0	0,0	VALID	4503310,000
15.01.2024 21:45	0,0	0,0	VALID	4503310,000
15.01.2024 22:00	0,0	0,0	VALID	4503310,000
